,Title,Genre,Director,Actors,Plot,id,release year
1611,Manchester by the Sea,Drama,Kenneth Lonergan,"Casey Affleck,Lucas Hedges,Michelle Williams,Kyle Chandler","After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",334541,2016-11-18
1612,Jason Bourne,"Action,Thriller",Paul Greengrass,"Matt Damon,Alicia Vikander,Tommy Lee Jones,Vincent Cassel",The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,324668,2016-07-27
1613,A Monster Calls,"Drama,Fantasy",J. A. Bayona,"Lewis MacDougall,Sigourney Weaver,Felicity Jones,Toby Kebbell",A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,258230,2016-10-07
1614,Thor: Ragnarok,"Action,Adventure,Comedy,Fantasy,Science Fiction",Taika Waititi,"Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Idris Elba","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",284053,2017-10-25
1615,Guardians of the Galaxy Vol. 2,"Action,Adventure,Comedy,Science Fiction",James Gunn,"Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel",The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,283995,2017-04-19
1616,Spider-Man: Homecoming,"Action,Adventure,Science Fiction,Drama",Jon Watts,"Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",315635,2017-07-05
1617,Blade Runner 2049,Science Fiction,Denis Villeneuve,"Ryan Gosling,Harrison Ford,Ana de Armas,Robin Wright","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",335984,2017-10-04
1618,Star Wars: The Last Jedi,"Fantasy,Adventure,Science Fiction,Action",Rian Johnson,"Daisy Ridley,Adam Driver,Mark Hamill,Oscar Isaac","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",181808,2017-12-13
1619,Split,"Horror,Thriller",M. Night Shyamalan,"James McAvoy,Anya Taylor-Joy,Betty Buckley,Haley Lu Richardson","Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",381288,2017-01-19
1620,Justice League,"Action,Adventure,Fantasy,Science Fiction",Zack Snyder,"Ben Affleck,Henry Cavill,Gal Gadot,Ezra Miller","Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",141052,2017-11-15
1621,Love of My Life,"Drama,Comedy",Joan Carr-Wiggin,"Anna Chancellor,John Hannah,Hermione Norris,James Fleet",What if you had only five days to figure out... everything.,443055,2017-02-17
1622,John Wick: Chapter 2,"Thriller,Action,Crime",Chad Stahelski,"Keanu Reeves,Riccardo Scamarcio,Ian McShane,Laurence Fishburne","John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",324552,2017-02-08
1623,Logan,"Action,Drama,Science Fiction",James Mangold,"Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",263115,2017-02-28
1624,The Fate of the Furious,"Adventure,Action,Crime,Thriller,Mystery",F. Gary Gray,"Vin Diesel,Jason Statham,Dwayne Johnson,Michelle Rodriguez","When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",337339,2017-04-12
1625,Wonder Woman,"Adventure,Fantasy,War",Patty Jenkins,"Gal Gadot,Chris Pine,Connie Nielsen,Robin Wright",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,297762,2017-05-30
1626,Beauty and the Beast,"Family,Fantasy,Romance",Bill Condon,"Emma Watson,Dan Stevens,Luke Evans,Kevin Kline",A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,321612,2017-03-16
1627,Get Out,"Mystery,Thriller,Horror",Jordan Peele,"Daniel Kaluuya,Allison Williams,Catherine Keener,Bradley Whitford","Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",419430,2017-02-24
1628,Pirates of the Caribbean: Dead Men Tell No Tales,"Adventure,Action,Fantasy,Comedy",Espen Sandberg,"Johnny Depp,Brenton Thwaites,Kaya Scodelario,Javier Bardem","Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",166426,2017-05-23
1629,Transformers: The Last Knight,"Action,Science Fiction,Thriller,Adventure",Michael Bay,"Mark Wahlberg,Josh Duhamel,Stanley Tucci,Anthony Hopkins","Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",335988,2017-06-16
1630,Kingsman: The Golden Circle,"Action,Adventure,Comedy",Matthew Vaughn,"Taron Egerton,Colin Firth,Julianne Moore,Mark Strong","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",343668,2017-09-20
1631,Kong: Skull Island,"Action,Adventure,Fantasy",Jordan Vogt-Roberts,"Tom Hiddleston,Samuel L. Jackson,Brie Larson,John Goodman","Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",293167,2017-03-08
1632,xXx: Return of Xander Cage,"Action,Adventure,Crime",D.J. Caruso,"Vin Diesel,Ruby Rose,Tony Jaa,Rory McCann","Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",47971,2017-01-13
1633,Unicorn Store,"Fantasy,Drama,Comedy",Brie Larson,"Brie Larson,Samuel L. Jackson,Joan Cusack,Bradley Whitford","A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",423949,2017-09-11
1634,Valerian and the City of a Thousand Planets,"Adventure,Science Fiction,Action",Luc Besson,"Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna","In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",339964,2017-07-20
1635,The Shape of Water,"Drama,Fantasy,Romance",Guillermo del Toro,"Sally Hawkins,Doug Jones,Michael Shannon,Richard Jenkins","An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",399055,2017-12-01
1636,The Greatest Showman,Drama,Michael Gracey,"Hugh Jackman,Michelle Williams,Zac Efron,Zendaya","The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",316029,2017-12-20
1637,Baby Driver,"Action,Crime",Edgar Wright,"Ansel Elgort,Lily James,Kevin Spacey,Jon Hamm","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",339403,2017-06-28
1638,Coco,"Animation,Family,Comedy,Adventure,Fantasy",Lee Unkrich,"Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",354912,2017-10-27
1639,"Three Billboards Outside Ebbing, Missouri","Crime,Drama",Martin McDonagh,"Frances McDormand,Woody Harrelson,Sam Rockwell,John Hawkes","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",359940,2017-11-10
